,Event,Category,Name1,Year1,Name2,Year2,Name3,Year3,Name4,Year4,School,QualifyingTime,Time,Place,Points
179, Event 4  Women 200 Yard IM,Preliminaries,"Runnels, Aris",SO,,,,,,,Florida,1:57.39,1:57.72,38,0
180, Event 4  Women 200 Yard IM,Preliminaries,"Dickinson, Callie",5Y,,,,,,,Georgia,1:56.90,1:57.80,39,0
181, Event 4  Women 200 Yard IM,Preliminaries,"Tadder, Samantha",SO,,,,,,,Stanford,1:57.90,1:57.86,40,0
182, Event 4  Women 200 Yard IM,Preliminaries,"Jump, Mallory",SR,,,,,,,Wisconsin,1:57.83,1:57.94,41,0
183, Event 4  Women 200 Yard IM,Preliminaries,"Brown, Charli",SO,,,,,,,Arizona St,1:57.43,1:57.98,42,0
184, Event 4  Women 200 Yard IM,Preliminaries,"Metzler, Anna",5Y,,,,,,,Florida St,1:59.29,1:58.02,43,0
185, Event 4  Women 200 Yard IM,Preliminaries,"Golding, Kathleen",SR,,,,,,,Florida,1:56.49,1:58.05,44,0
186, Event 4  Women 200 Yard IM,Preliminaries,"Ownbey, Hannah",JR,,,,,,,Auburn,1:56.98,1:58.26,45,0
187, Event 4  Women 200 Yard IM,Preliminaries,"Knox, Julia",SO,,,,,,,GWU,1:57.81,1:58.32,46,0
188, Event 4  Women 200 Yard IM,Preliminaries,"Kucheran, Nina",5Y,,,,,,,Florida,1:57.62,1:58.37,47,0
189, Event 4  Women 200 Yard IM,Preliminaries,"McEnroe, Annika",SO,,,,,,,California,1:58.01,1:58.53,48,0
190, Event 4  Women 200 Yard IM,Preliminaries,"Baron, Sam",JR,,,,,,,Virginia,1:58.53,1:58.77,49,0
191, Event 4  Women 200 Yard IM,Preliminaries,"Mason, Zorry",SR,,,,,,,Miami (FL),1:58.69,1:58.79,50,0
192, Event 4  Women 200 Yard IM,Preliminaries,"Petkova, Diana",JR,,,,,,,Alabama,1:56.31,1:58.85,51,0
193, Event 4  Women 200 Yard IM,Preliminaries,"Davey, Gillian",SR,,,,,,,Kentucky,1:56.28,1:58.90,52,0
194, Event 4  Women 200 Yard IM,Preliminaries,"Goettler, Laura",JR,,,,,,,South Carolina,1:58.16,1:59.56,53,0
195, Event 4  Women 200 Yard IM,Preliminaries,"Kitchel, Devon",FR,,,,,,,Michigan,1:56.36,1:59.59,54,0
196, Event 4  Women 200 Yard IM,Preliminaries,"Peroni, Martina",FR,,,,,,,Duke,1:58.12,1:59.83,55,0
197, Event 4  Women 200 Yard IM,Preliminaries,"Kennett, Bobbi",JR,,,,,,,Texas A&M,1:57.47,1:59.92,56,0
198, Event 4  Women 200 Yard IM,Preliminaries,"Murphy, Kristina",5Y,,,,,,,San Diego St,1:57.69,2:00.23,57,0
199, Event 4  Women 200 Yard IM,Preliminaries,"Eden, Jessica",FR,,,,,,,Ohio St,1:58.87,2:00.26,58,0
200, Event 4  Women 200 Yard IM,Preliminaries,"Wiseman, Avery",SO,,,,,,,Alabama,1:58.00,2:00.48,59,0
201, Event 4  Women 200 Yard IM,Preliminaries,"Brennan, Jamie",FR,,,,,,,Northwestern,1:56.87,2:00.91,60,0
202, Event 4  Women 200 Yard IM,Preliminaries,"Huggins, Maddy",SO,,,,,,,Florida St,1:59.09,2:01.07,61,0
203, Event 4  Women 200 Yard IM,Preliminaries,"McMillan, Ashley",FR,,,,,,,Southern California,1:57.29,2:02.69,62,0
204, Event 4  Women 200 Yard IM,Preliminaries,"Jernstedt, Edith",SO,,,,,,,Florida St,1:57.64,DQ,---,0
205, Event 4  Women 200 Yard IM,Preliminaries,"Stadden, Isabelle",JR,,,,,,,California,1:55.52,DQ,---,0
206, Event 4  Women 200 Yard IM,Preliminaries,"Rees, Meredith",SR,,,,,,,Missouri,1:58.93,DQ,---,0
207, Event 4  Women 200 Yard IM,Preliminaries,"Moore, Elizabeth",SR,,,,,,,Wisconsin,1:58.65,DFS,---,0
208, Event 5  Women 50 Yard Freestyle,Championship Final,"MacNeil, Maggie",5Y,,,,,,,LSU,21.38,20.79,1,20
209, Event 5  Women 50 Yard Freestyle,Championship Final,"Walsh, Gretchen",SO,,,,,,,Virginia,21.00,20.85,2,17
210, Event 5  Women 50 Yard Freestyle,Championship Final,"Albiero, Gabi",JR,,,,,,,Louisville,21.46,21.30,3,16
211, Event 5  Women 50 Yard Freestyle,Championship Final,"Ivan, Teresa",SO,,,,,,,Ohio St,21.71,21.46,4,15
212, Event 5  Women 50 Yard Freestyle,Championship Final,"Berkoff, Katharine",SR,,,,,,,NC State,21.68,21.54,5,14
213, Event 5  Women 50 Yard Freestyle,Championship Final,"Countie, Grace",SR,,,,,,,UNC,21.51,21.67,6,13
214, Event 5  Women 50 Yard Freestyle,Championship Final,"Regenauer, Christiana",SR,,,,,,,Louisville,21.68,21.68,7,12
215, Event 5  Women 50 Yard Freestyle,Championship Final,"Cuomo, Lexi",SR,,,,,,,Virginia,21.61,21.71,8,11
216, Event 5  Women 50 Yard Freestyle,Consolation Final,"Fulmer, Amy",SR,,,,,,,Ohio St,21.87,21.74,9,9
217, Event 5  Women 50 Yard Freestyle,Consolation Final,"Turak, Ashley",SR,,,,,,,Indiana,21.90,21.81,10,7
218, Event 5  Women 50 Yard Freestyle,Consolation Final,"Antoniou, Kalia",5Y,,,,,,,Alabama,21.82,21.85,11,6
219, Event 5  Women 50 Yard Freestyle,Consolation Final,"Dennis, Julia",FR,,,,,,,Louisville,21.73,21.87,12,5
220, Event 5  Women 50 Yard Freestyle,Consolation Final,"Paegle, Kristina",FR,,,,,,,Indiana,21.98,21.99,13,4
221, Event 5  Women 50 Yard Freestyle,Consolation Final,"Parker, Maxine",JR,,,,,,,Virginia,21.92,22.01,14,2.50
222, Event 5  Women 50 Yard Freestyle,Consolation Final,"McCarty, Eboni",SO,,,,,,,Georgia,21.86,22.01,14,2.50
223, Event 5  Women 50 Yard Freestyle,Consolation Final,"McSharry, Mona",JR,,,,,,,Tennessee,21.89,22.02,16,1
224, Event 5  Women 50 Yard Freestyle,Preliminaries,"Walsh, Gretchen",SO,,,,,,,Virginia,20.83,21.00,1,0
225, Event 5  Women 50 Yard Freestyle,Preliminaries,"MacNeil, Maggie",5Y,,,,,,,LSU,20.98,21.38,2,0
226, Event 5  Women 50 Yard Freestyle,Preliminaries,"Albiero, Gabi",JR,,,,,,,Louisville,21.36,21.46,3,0
227, Event 5  Women 50 Yard Freestyle,Preliminaries,"Countie, Grace",SR,,,,,,,UNC,21.64,21.51,4,0
228, Event 5  Women 50 Yard Freestyle,Preliminaries,"Cuomo, Lexi",SR,,,,,,,Virginia,21.93,21.61,5,0
229, Event 5  Women 50 Yard Freestyle,Preliminaries,"Regenauer, Christiana",SR,,,,,,,Louisville,21.58,21.68,6,0
230, Event 5  Women 50 Yard Freestyle,Preliminaries,"Berkoff, Katharine",SR,,,,,,,NC State,21.66,21.68,6,0
231, Event 5  Women 50 Yard Freestyle,Preliminaries,"Ivan, Teresa",SO,,,,,,,Ohio St,21.78,21.71,8,0
232, Event 5  Women 50 Yard Freestyle,Preliminaries,"Dennis, Julia",FR,,,,,,,Louisville,21.83,21.73,9,0
233, Event 5  Women 50 Yard Freestyle,Preliminaries,"Antoniou, Kalia",5Y,,,,,,,Alabama,21.74,21.82,10,0
234, Event 5  Women 50 Yard Freestyle,Preliminaries,"McCarty, Eboni",SO,,,,,,,Georgia,21.89,21.86,11,0
235, Event 5  Women 50 Yard Freestyle,Preliminaries,"Fulmer, Amy",SR,,,,,,,Ohio St,21.79,21.87,12,0
236, Event 5  Women 50 Yard Freestyle,Preliminaries,"McSharry, Mona",JR,,,,,,,Tennessee,21.74,21.89,13,0
237, Event 5  Women 50 Yard Freestyle,Preliminaries,"Turak, Ashley",SR,,,,,,,Indiana,22.00,21.90,14,0
238, Event 5  Women 50 Yard Freestyle,Preliminaries,"Parker, Maxine",JR,,,,,,,Virginia,21.86,21.92,15,0
239, Event 5  Women 50 Yard Freestyle,Preliminaries,"Paegle, Kristina",FR,,,,,,,Indiana,21.91,21.98,16,0
240, Event 5  Women 50 Yard Freestyle,Preliminaries,"Alons, Kylee",5Y,,,,,,,NC State,21.93,22.01,17,0
241, Event 5  Women 50 Yard Freestyle,Preliminaries,"Yendell, Sophie",JR,,,,,,,Pittsburgh,21.89,22.02,18,0
242, Event 5  Women 50 Yard Freestyle,Preliminaries,"Ruck, Taylor",SR,,,,,,,Stanford,21.87,22.02,19,0
243, Event 5  Women 50 Yard Freestyle,Preliminaries,"Welch, Ella",FR,,,,,,,Louisville,21.89,22.04,20,0
244, Event 5  Women 50 Yard Freestyle,Preliminaries,"Grover, Claire",5Y,,,,,,,UCLA,22.02,22.07,21,0
245, Event 5  Women 50 Yard Freestyle,Preliminaries,"Cooper, Grace",JR,,,,,,,Texas,21.89,22.10,22,0
246, Event 5  Women 50 Yard Freestyle,Preliminaries,"Funderburke, Nyah",SO,,,,,,,Ohio St,21.95,22.14,23,0
247, Event 5  Women 50 Yard Freestyle,Preliminaries,"Transom, Laticia-Leigh",5Y,,,,,,,Hawaii,22.26,22.18,24,0
248, Event 5  Women 50 Yard Freestyle,Preliminaries,"Semenuk, Bridget",SR,,,,,,,Texas,22.06,22.21,25,0
249, Event 5  Women 50 Yard Freestyle,Preliminaries,"Delgado, Anicka",JR,,,,,,,Southern California,21.97,22.22,26,0
250, Event 5  Women 50 Yard Freestyle,Preliminaries,"Mack, Katie",SR,,,,,,,Florida,22.01,22.24,27,0
251, Event 5  Women 50 Yard Freestyle,Preliminaries,"Flynn, Lindsay",SO,,,,,,,Michigan,21.90,22.25,28,0
252, Event 5  Women 50 Yard Freestyle,Preliminaries,"Sansores De La Fuent, Andrea",5Y,,,,,,,Arkansas,21.97,22.25,28,0
253, Event 5  Women 50 Yard Freestyle,Preliminaries,"Smith, Janie",SR,,,,,,,South Carolina,22.28,22.29,30,0
254, Event 5  Women 50 Yard Freestyle,Preliminaries,"Carlton, Delaney",SR,,,,,,,UNC Asheville,22.07,22.30,31,0
255, Event 5  Women 50 Yard Freestyle,Preliminaries,"Henderson, Hanna",JR,,,,,,,Southern California,22.13,22.31,32,0
256, Event 5  Women 50 Yard Freestyle,Preliminaries,"Bentz, Caroline",JR,,,,,,,Virginia Tech,22.71,22.31,32,0
257, Event 5  Women 50 Yard Freestyle,Preliminaries,"Gatrall, Maddy",JR,,,,,,,Akron,22.51,22.38,34,0
258, Event 5  Women 50 Yard Freestyle,Preliminaries,"Davidson, Emma",SR,,,,,,,California,22.21,22.39,35,0
259, Event 5  Women 50 Yard Freestyle,Preliminaries,"Naccarella, Toni",5Y,,,,,,,Buffalo,22.15,22.39,35,0
260, Event 5  Women 50 Yard Freestyle,Preliminaries,"Longi, Ava",JR,,,,,,,Texas,22.49,22.40,37,0
261, Event 5  Women 50 Yard Freestyle,Preliminaries,"Stepanek, Chloe",JR,,,,,,,Texas A&M,22.09,22.41,38,0
262, Event 5  Women 50 Yard Freestyle,Preliminaries,"Shackelford, Sarah",SR,,,,,,,Virginia Tech,22.29,22.41,38,0
263, Event 5  Women 50 Yard Freestyle,Preliminaries,"Tang, Amy",SO,,,,,,,Stanford,22.17,22.42,40,0
264, Event 5  Women 50 Yard Freestyle,Preliminaries,"Rhee, Rachel",SR,,,,,,,UCLA,22.06,22.44,41,0
265, Event 5  Women 50 Yard Freestyle,Preliminaries,"Bates, Talia",SR,,,,,,,Florida,22.30,22.45,42,0
266, Event 5  Women 50 Yard Freestyle,Preliminaries,"Nel, Olivia",SO,,,,,,,UNC,21.92,22.48,43,0
267, Event 5  Women 50 Yard Freestyle,Preliminaries,"Dobler, Kaitlyn",JR,,,,,,,Southern California,22.03,22.48,43,0
268, Event 5  Women 50 Yard Freestyle,Preliminaries,"Nikonova, Ekaterina",SO,,,,,,,Florida,22.07,22.50,45,0
269, Event 5  Women 50 Yard Freestyle,Preliminaries,"Russo, Catherine",JR,,,,,,,Ohio St,22.04,22.52,46,0
270, Event 5  Women 50 Yard Freestyle,Preliminaries,"Pattison, Greer",SO,,,,,,,UNC,22.22,22.54,47,0
271, Event 5  Women 50 Yard Freestyle,Preliminaries,"Heimstead, Julia",SR,,,,,,,Arizona,22.66,22.56,48,0
272, Event 5  Women 50 Yard Freestyle,Preliminaries,"Smith, Skyler",SO,,,,,,,UNC,22.55,22.61,49,0
273, Event 5  Women 50 Yard Freestyle,Preliminaries,"Webb, Abbey",JR,,,,,,,NC State,22.50,22.64,50,0
274, Event 5  Women 50 Yard Freestyle,Preliminaries,"Cronk, Micayla",SO,,,,,,,Florida,22.08,22.64,50,0
275, Event 5  Women 50 Yard Freestyle,Preliminaries,"Nordmann, Lucie",SR,,,,,,,Stanford,22.68,22.66,52,0
276, Event 5  Women 50 Yard Freestyle,Preliminaries,"Weiler Sastre, Carmen",FR,,,,,,,Virginia Tech,22.52,22.67,53,0
277, Event 5  Women 50 Yard Freestyle,Preliminaries,"Kan, Natalie",SO,,,,,,,Michigan,22.50,22.71,54,0
278, Event 5  Women 50 Yard Freestyle,Preliminaries,"Theall, Olivia",JR,,,,,,,Texas A&M,22.42,22.72,55,0
279, Event 5  Women 50 Yard Freestyle,Preliminaries,"Melton, Kobie",5Y,,,,,,,Arkansas,22.58,22.74,56,0
280, Event 5  Women 50 Yard Freestyle,Preliminaries,"Ferraguti, Alessia",5Y,,,,,,,Arkansas,22.68,22.79,57,0
281, Event 5  Women 50 Yard Freestyle,Preliminaries,"MacCausland, Heather",SR,,,,,,,NC State,22.63,22.86,58,0
282, Event 5  Women 50 Yard Freestyle,Preliminaries,"Stevenson, Katie",SR,,,,,,,William & Mary,22.67,22.93,59,0
283, Event 5  Women 50 Yard Freestyle,Preliminaries,"Dang, Gabby",SR,,,,,,,UCLA,22.69,22.95,60,0
284, Event 5  Women 50 Yard Freestyle,Preliminaries,"Burt, Maddy",SR,,,,,,,Arizona,22.52,23.04,61,0
285, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Douglass, Kate",SR,"Walsh, Gretchen",SO,"Cuomo, Lexi",SR,"Parker, Maxine",JR,Virginia,1:23.87,1:24.51,1,40
286, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Huske, Torri",SO,"Curzan, Claire",FR,"Ruck, Taylor",SR,"Tang, Amy",SO,Stanford,1:25.90,1:25.70,2,34
287, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Albiero, Gabi",JR,"Regenauer, Christiana",SR,"Dennis, Julia",FR,"Welch, Ella",FR,Louisville,1:25.29,1:25.73,3,32
288, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Zenick, Katherine",JR,"Fulmer, Amy",SR,"Funderburke, Nyah",SO,"Ivan, Teresa",SO,Ohio St,1:26.70,1:25.80,4,30
289, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Milutinovich, Katarina",SR,"MacNeil, Maggie",5Y,"Curry, Peyton",SO,"de Villiers, Michaela",FR,LSU,1:26.70,1:27.04,5,28
290, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Cooper, Grace",JR,"Sticklen, Emma",JR,"Leibel, Kyla",SR,"Pash, Kelly",SR,Texas,1:27.05,1:27.11,6,26
291, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Nikonova, Ekaterina",SO,"Bates, Talia",SR,"Mack, Katie",SR,"Cronk, Micayla",SO,Florida,1:27.28,1:27.31,7,24
292, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Peplowski, Anna",SO,"Turak, Ashley",SR,"Paegle, Kristina",FR,"Broshears, Elizabeth",JR,Indiana,1:27.70,1:27.48,8,22
293, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Countie, Grace",SR,"Nel, Olivia",SO,"Pattison, Greer",SO,"Smith, Skyler",SO,UNC,1:26.99,1:27.49,9,18
294, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Davidson, Emma",SR,"Stadden, Isabelle",JR,"Gantriis, Emily",JR,"Stone, McKenna",SO,California,1:28.14,1:27.63,10,14
295, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Moore, Madelyn",5Y,"Shackelford, Sarah",SR,"Bentz, Caroline",JR,"Atkinson, Emma",JR,Virginia Tech,1:28.68,1:27.89,11,12
296, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Delgado, Anicka",JR,"Garcia, Elise",5Y,"Henderson, Hanna",JR,"Dobler, Kaitlyn",JR,Southern California,1:27.38,1:27.91,12,10
297, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Ferraguti, Alessia",5Y,"Sansores De La Fuent, Andrea",5Y,"Cothern, Bella",JR,"Melton, Kobie",5Y,Arkansas,1:28.34,1:28.34,13,8
298, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Antoniou, Kalia",5Y,"Petkova, Diana",JR,"Jones, Emily",FR,"Winter, Kailyn",SO,Alabama,1:27.21,1:28.40,14,6
299, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Flynn, Lindsay",SO,"Newman, Claire",JR,"Kan, Natalie",SO,"Kendall, Brady",FR,Michigan,1:27.91,1:28.60,15,4
300, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Ervin, Lindsay",FR,"Strouse, Ashley",SO,"Brennan, Jamie",FR,"Larson, Ally",SR,Northwestern,1:28.71,1:28.79,16,2
301, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Theall, Olivia",JR,"Stepanek, Chloe",JR,"Buechler, Jordan",JR,"Kennett, Bobbi",JR,Texas A&M,1:29.08,1:28.90,17,0
302, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Smith, Janie",SR,"Chandler, Aubrey",JR,"Scholes, Dylan",FR,"Toh, Nicholle",JR,South Carolina,1:28.65,1:29.07,18,0
303, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Moderski, Alex",SR,"Gowans, Molly",5Y,"Rees, Meredith",SR,"Smith, Sierra",JR,Missouri,1:28.86,1:29.36,19,0
304, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"McCarty, Eboni",SO,"Stephens, Julianna",JR,"Dickinson, Callie",5Y,"Reinstein, Sloane",JR,Georgia,1:28.59,1:29.38,20,0
305, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Nelson, Holly",FR,"Transom, Laticia-Leigh",5Y,"Friedrich, Anna",SR,"Scudamore, Gabby",SR,Hawaii,1:29.20,1:29.40,21,0
306, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Wall, Tatum",FR,"Snyder, Sarah",SR,"Foley, Sally",JR,"Chang, Yi Xuan",SO,Duke,1:29.18,1:30.81,22,0
307, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Mulvihill, Lexie",SO,"Steckiel, Emma",JR,"Hamilton, Rebekah",SO,"Nevmovenko, Polina",SO,Auburn,1:28.70,DQ,---,0
308, Event 7  Women 200 Yard Freestyle Relay,Timed Final Relay,"Berkoff, Katharine",SR,"Alons, Kylee",5Y,"Donald, Meghan",FR,"Arens, Abby",JR,NC State,1:26.54,DQ,---,0
309, Event 8  Women 400 Yard IM,Championship Final,"Walsh, Alex",JR,,,,,,,Virginia,4:01.86,3:57.24,1,20
310, Event 8  Women 400 Yard IM,Championship Final,"Nelson, Ella",SR,,,,,,,Virginia,4:01.87,3:59.54,2,17
311, Event 8  Women 400 Yard IM,Championship Final,"Weyant, Emma",SO,,,,,,,Florida,4:05.61,4:03.50,3,16
312, Event 8  Women 400 Yard IM,Championship Final,"Zavaros, Mabel",JR,,,,,,,Florida,4:05.72,4:04.08,4,15
313, Event 8  Women 400 Yard IM,Championship Final,"Sheble, Grace",SO,,,,,,,NC State,4:04.65,4:04.83,5,14
314, Event 8  Women 400 Yard IM,Championship Final,"Van Berkom, Megan",JR,,,,,,,Minnesota,4:06.70,4:05.37,6,13
315, Event 8  Women 400 Yard IM,Championship Final,"Bell, Lucy",FR,,,,,,,Stanford,4:06.05,4:05.56,7,12
316, Event 8  Women 400 Yard IM,Championship Final,"Poole, Lauren",SR,,,,,,,Kentucky,4:06.33,4:05.74,8,11
317, Event 8  Women 400 Yard IM,Consolation Final,"Maier, Nicole",JR,,,,,,,Miami (Ohio),4:09.61,4:05.84,9,9
318, Event 8  Women 400 Yard IM,Consolation Final,"Hay, Abby",SR,,,,,,,Louisville,4:07.46,4:06.30,10,7
319, Event 8  Women 400 Yard IM,Consolation Final,"Dixon, Zoe",FR,,,,,,,Florida,4:08.14,4:06.92,11,6
320, Event 8  Women 400 Yard IM,Consolation Final,"Tadder, Samantha",SO,,,,,,,Stanford,4:08.67,4:07.40,12,5
321, Event 8  Women 400 Yard IM,Consolation Final,"Pasadyn, Felicia",5Y,,,,,,,Ohio St,4:06.95,4:07.48,13,4
322, Event 8  Women 400 Yard IM,Consolation Final,"Polonsky, Leah",SO,,,,,,,California,4:06.94,4:07.49,14,3
323, Event 8  Women 400 Yard IM,Consolation Final,"MacEachern, Paige",SO,,,,,,,UCLA,4:08.10,4:09.76,15,2
324, Event 8  Women 400 Yard IM,Consolation Final,"Looze, Mac",5Y,,,,,,,Indiana,4:09.33,4:12.54,16,1
325, Event 8  Women 400 Yard IM,Preliminaries,"Walsh, Alex",JR,,,,,,,Virginia,4:03.79,4:01.86,1,0
326, Event 8  Women 400 Yard IM,Preliminaries,"Nelson, Ella",SR,,,,,,,Virginia,3:59.33,4:01.87,2,0
327, Event 8  Women 400 Yard IM,Preliminaries,"Sheble, Grace",SO,,,,,,,NC State,4:04.98,4:04.65,3,0
328, Event 8  Women 400 Yard IM,Preliminaries,"Weyant, Emma",SO,,,,,,,Florida,4:01.18,4:05.61,4,0
329, Event 8  Women 400 Yard IM,Preliminaries,"Zavaros, Mabel",JR,,,,,,,Florida,4:07.41,4:05.72,5,0
330, Event 8  Women 400 Yard IM,Preliminaries,"Bell, Lucy",FR,,,,,,,Stanford,4:06.28,4:06.05,6,0
331, Event 8  Women 400 Yard IM,Preliminaries,"Poole, Lauren",SR,,,,,,,Kentucky,4:04.62,4:06.33,7,0
332, Event 8  Women 400 Yard IM,Preliminaries,"Van Berkom, Megan",JR,,,,,,,Minnesota,4:04.86,4:06.70,8,0
333, Event 8  Women 400 Yard IM,Preliminaries,"Polonsky, Leah",SO,,,,,,,California,4:05.27,4:06.94,9,0
334, Event 8  Women 400 Yard IM,Preliminaries,"Pasadyn, Felicia",5Y,,,,,,,Ohio St,4:03.62,4:06.95,10,0
335, Event 8  Women 400 Yard IM,Preliminaries,"Hay, Abby",SR,,,,,,,Louisville,4:05.23,4:07.46,11,0
336, Event 8  Women 400 Yard IM,Preliminaries,"MacEachern, Paige",SO,,,,,,,UCLA,4:06.17,4:08.10,12,0
337, Event 8  Women 400 Yard IM,Preliminaries,"Dixon, Zoe",FR,,,,,,,Florida,4:06.18,4:08.14,13,0
338, Event 8  Women 400 Yard IM,Preliminaries,"Tadder, Samantha",SO,,,,,,,Stanford,4:10.01,4:08.67,14,0
339, Event 8  Women 400 Yard IM,Preliminaries,"Looze, Mac",5Y,,,,,,,Indiana,4:09.67,4:09.33,15,0
340, Event 8  Women 400 Yard IM,Preliminaries,"Maier, Nicole",JR,,,,,,,Miami (Ohio),4:09.22,4:09.61,16,0
341, Event 8  Women 400 Yard IM,Preliminaries,"Kwan, Victoria",5Y,,,,,,,South Carolina,4:07.46,4:10.17,17,0
342, Event 8  Women 400 Yard IM,Preliminaries,"Goerigk, Giulia",FR,,,,,,,Texas A&M,4:05.75,4:10.22,18,0
343, Event 8  Women 400 Yard IM,Preliminaries,"Metzler, Anna",5Y,,,,,,,Florida St,4:10.18,4:10.35,19,0
344, Event 8  Women 400 Yard IM,Preliminaries,"Davey, Gillian",SR,,,,,,,Kentucky,4:07.36,4:10.76,20,0
345, Event 8  Women 400 Yard IM,Preliminaries,"Ownbey, Hannah",JR,,,,,,,Auburn,4:09.42,4:11.04,21,0
346, Event 8  Women 400 Yard IM,Preliminaries,"Foley, Sally",JR,,,,,,,Duke,4:06.25,4:11.09,22,0
347, Event 8  Women 400 Yard IM,Preliminaries,"Kozan, Justina",FR,,,,,,,Southern California,4:09.33,4:11.25,23,0
348, Event 8  Women 400 Yard IM,Preliminaries,"Knox, Julia",SO,,,,,,,GWU,4:10.57,4:11.44,24,0
349, Event 8  Women 400 Yard IM,Preliminaries,"Sommerstad, Kyra",JR,,,,,,,Ohio St,4:10.34,4:11.79,25,0
350, Event 8  Women 400 Yard IM,Preliminaries,"Golding, Kathleen",SR,,,,,,,Florida,4:07.83,4:12.09,26,0
351, Event 8  Women 400 Yard IM,Preliminaries,"Goettler, Laura",JR,,,,,,,South Carolina,4:10.27,4:12.75,27,0
352, Event 8  Women 400 Yard IM,Preliminaries,"Ulett, Rye",SO,,,,,,,Louisville,4:14.44,4:12.80,28,0
353, Event 8  Women 400 Yard IM,Preliminaries,"Ackerman, Kathryn",JR,,,,,,,Michigan,4:10.89,4:12.83,29,0
354, Event 8  Women 400 Yard IM,Preliminaries,"Hierath, Yara",JR,,,,,,,NC State,4:11.36,4:12.84,30,0
355, Event 8  Women 400 Yard IM,Preliminaries,"Hook, Charlotte",FR,,,,,,,Stanford,4:10.22,4:12.93,31,0
356, Event 8  Women 400 Yard IM,Preliminaries,"Peroni, Martina",FR,,,,,,,Duke,4:11.42,4:13.45,32,0
357, Event 8  Women 400 Yard IM,Preliminaries,"Brown, Charli",SO,,,,,,,Arizona St,4:09.78,4:14.12,33,0
358, Event 8  Women 400 Yard IM,Preliminaries,"Auld, Anna",SO,,,,,,,Florida,4:10.36,4:14.30,34,0
359, Event 8  Women 400 Yard IM,Preliminaries,"Ray, Amanda",JR,,,,,,,Florida,4:12.27,4:14.51,35,0
360, Event 8  Women 400 Yard IM,Preliminaries,"Eden, Jessica",FR,,,,,,,Ohio St,4:09.77,4:14.72,36,0
361, Event 8  Women 400 Yard IM,Preliminaries,"Nagy, Benedict",SR,,,,,,,Nevada,4:11.29,4:15.86,37,0
362, Event 8  Women 400 Yard IM,Preliminaries,"Purnell, Catherine",JR,,,,,,,Duke,4:12.08,4:16.35,38,0
363, Event 8  Women 400 Yard IM,Preliminaries,"Kitchel, Devon",FR,,,,,,,Michigan,4:10.43,4:16.96,39,0
364, Event 8  Women 400 Yard IM,Preliminaries,"Kuwata, Paige",FR,,,,,,,Louisville,4:14.73,4:17.75,40,0
365, Event 8  Women 400 Yard IM,Preliminaries,"Jorgenson, Gena",FR,,,,,,,Nebraska,4:15.95,4:18.00,41,0
366, Event 8  Women 400 Yard IM,Preliminaries,"McMillan, Ashley",FR,,,,,,,Southern California,4:11.21,4:18.72,42,0
367, Event 8  Women 400 Yard IM,Preliminaries,"Grottle, Abby",JR,,,,,,,Texas A&M,4:15.89,4:20.08,43,0
368, Event 8  Women 400 Yard IM,Preliminaries,"Murphy, Kristina",5Y,,,,,,,San Diego St,4:11.49,DFS,---,0
369, Event 8  Women 400 Yard IM,Preliminaries,"Gan, Ching Hwee",SO,,,,,,,Indiana,4:14.00,DFS,---,0
370, Event 9  Women 100 Yard Butterfly,Championship Final,"Douglass, Kate",SR,,,,,,,Virginia,50.11,48.46,1,20
371, Event 9  Women 100 Yard Butterfly,Championship Final,"MacNeil, Maggie",5Y,,,,,,,LSU,50.51,48.51,2,17
372, Event 9  Women 100 Yard Butterfly,Championship Final,"Huske, Torri",SO,,,,,,,Stanford,49.77,48.96,3,16
373, Event 9  Women 100 Yard Butterfly,Championship Final,"Curzan, Claire",FR,,,,,,,Stanford,50.45,50.09,4,15
374, Event 9  Women 100 Yard Butterfly,Championship Final,"Sticklen, Emma",JR,,,,,,,Texas,50.00,50.15,5,13.50
